Audio Path                                                                                    , Gốc (Reference)                                                         , Máy đoán (Prediction)
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV01\VIVOSDEV01_T048.wav, thằng đó có cái miệng như đàn bà                                        , thằng đó có cái miệng như đàn bà
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV04\VIVOSDEV04_R100.wav, bà nói                                                                  , bà nói
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV04\VIVOSDEV04_R010.wav, con nhỏ mở cái túi gút đeo trên cổ                                      , con nhỏ mở cái túi rốt đeo trên cổ
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV04\VIVOSDEV04_R114.wav, cũng chẳng còn xúng xính quần áo mới                                    , cũng chẳng còn súng sính quần áo mới
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV04\VIVOSDEV04_R118.wav, trẻ em đâu có chướng ngại vật                                           , trẻ em đâu có chứng ngài vật
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV04\VIVOSDEV04_R126.wav, tôi không nỡ làm cô bé thất vọng                                        , tôi không nở lòmg cô bé thất vọng
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV04\VIVOSDEV04_R127.wav, rất nhiều gửi gắm và kỳ vọng vào ông                                    , rất nhiều gửi gắm và kỳ vọng vào ông
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV04\VIVOSDEV04_R129.wav, đang thảo luận về đề xuất                                               , đăng thảo luận về đề xuất
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV04\VIVOSDEV04_R132.wav, chủ tịch nước đã đến kiểm tra tiến độ thi công                          , chủ tịch nước đã đán kiểm tra tiến độ thi công
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV04\VIVOSDEV04_R013.wav, nghĩa là kém cỏi nam tính hay sao                                       , nghĩa là kiếm cỏa nom tính hay sao
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV04\VIVOSDEV04_R149.wav, một cô gái váy ngắn cũn cỡn chạy lên hỏi                                , một cô gái váy ngán cũng cởn chạy lên hỏa
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV04\VIVOSDEV04_R152.wav, sẽ không khiến bạn trông gầy như những trang phục một màu               , sẽ không khiến bạn trông gạy như những trang phục một màu
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV04\VIVOSDEV04_R162.wav, cô chỉ mới vào lưới nhặt bóng hai lần                                   , cu chỉ mới vào lưới nhặt bóng hai lần
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV04\VIVOSDEV04_R182.wav, hoặc chỉ biểu hiện bằng các rối loạn co bóp                             , hoặc chỉ biểu hiện bằng cắc rối loạn câu bóp
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV04\VIVOSDEV04_R186.wav, nhằm tạo ra sự hấp dẫn                                                  , nhằm tạo ra sự hấp dẫn
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV04\VIVOSDEV04_R187.wav, thứ âm thanh không chỉ cảm nhận bằng thính giác                         , thưức âm thanh không chỉ cảm nhận bằng thính giất
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV04\VIVOSDEV04_R189.wav, từ nỗi cô đơn của một cô bé bị cha mẹ bỏ quên                           , từ nỗi cô đăng của một cô bé bị cho mẹ bỏ quan
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV04\VIVOSDEV04_R023.wav, chính bà cũng là người nung nấu niềm đam mê diễn xuất của cô con gái    , chính bà cũng là người nung nấu niềm đam mê diễn xuất của cô con gái
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV04\VIVOSDEV04_R002.wav, đó cũng là động lực thúc đẩy tôi                                        , đó cũng là động lực thúc đẩy tôi
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV04\VIVOSDEV04_R047.wav, nhóm sinh viên tại trường cùng họp mặt ăn tết chung                     , nhóm sinh viên tại trường cùng họp mặt ăn tết chung
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV04\VIVOSDEV04_R049.wav, vì tối đó                                                               , vì tới đó
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV04\VIVOSDEV04_R004.wav, đôi khi bạn cũng có thể làm những điều đó                               , đôi khi bạn cũng có thể làm những điều đó
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV04\VIVOSDEV04_R051.wav, rạch bàu mớp                                                            , rạch bầu mưứp
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV04\VIVOSDEV04_R056.wav, gí hòn than vào rơm                                                     , gý hoàn thoân vầu rươm
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV04\VIVOSDEV04_R063.wav, cháu sốt nên rẹo rọc suốt đêm                                           , cháu sốc nang rẹo rọc suốt đêm
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV04\VIVOSDEV04_R081.wav, và tôi thấy hoa vạn thọ vàng ươm                                        , và tôi thấy qua vặn thọ vàn ươm
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV04\VIVOSDEV04_R086.wav, tay kia xách một tay gióng mang chiếc vịm lớn                           , tay chia sách một tay giống mang chiếc vệm lớn
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV04\VIVOSDEV04_R089.wav, ngủ trên nệm không phù hợp                                              , ngủ tran niệm không phù hợp
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV04\VIVOSDEV04_R008.wav, những ngày đầu vắng bóng ba việt cứ thừ người nghĩ ngợi                 , những ngày đầu vắn bóng ba myệt cứ thừ người nghỉ ngợi
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV04\VIVOSDEV04_R092.wav, bị các cô gái bao vây ráo riết                                          , bị cất cô gái bo vay ráu riết
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV04\VIVOSDEV04_R095.wav, trơ trọi giữa đồng cái nhìn khắc khoải                                  , trơ trại giữa đồng cái nhìn khoắt khoải
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV04\VIVOSDEV04_R097.wav, ngoài việc phát hiện kẻ thù                                             , ngoài việc phát hiện cái thù
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV04\VIVOSDEV04_T015.wav, một là gặp lại tất cả các em phò                                        , một là gặp lại tất cả các em phò
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV04\VIVOSDEV04_T018.wav, những sai lầm khi đi chọn khách sạn                                     , những xe lầm khi đi chọn khách sạn
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV04\VIVOSDEV04_T029.wav, anh đi công tác cần thơ tuần sau mới về                                 , anh đi công tác cần thơ tuần sau mối về
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV04\VIVOSDEV04_T002.wav, có trả tiền cho bố không thì bảo                                        , có trả tiền cho bố không thì báo
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV04\VIVOSDEV04_T032.wav, cam sành lột vỏ còn chua                                                , côm sành lật vỏ còn chua
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV04\VIVOSDEV04_T035.wav, anh khen em đẹp em chê anh già                                          , anh khen em đẹp em chia anh già
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV04\VIVOSDEV04_T003.wav, nhận được tin này gọi lại cho tôi gấp                                   , nhận được tin này gọi lại cho tôi gấp
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV04\VIVOSDEV04_T044.wav, ba này chỉ giỏi bốc phét                                                , ba này chỉ giỏ bốt phát
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV04\VIVOSDEV04_T009.wav, cho tôi nhắn đại tin nào cũng được                                      , cho tôi nhấn đại tin nào cũng được
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV05\VIVOSDEV05_004.wav , hãy tưởng tượng rằng bạn là là giám đốc dự án trong một công ty lớn     , hãy tưởng tượng rằng bạn là giám đốc dự án trong một công ty lớn
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV05\VIVOSDEV05_030.wav , của những thế lực hùng mạnh                                             , của những thế lực hùng mạnh
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV05\VIVOSDEV05_037.wav , ông nhặt nó lên                                                         , ông nhặt nó lên
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV05\VIVOSDEV05_043.wav , nguyên thứ trưởng mai văn dâu đã bị bắt                                 , nguyên thứ trưởng mai văn dâu đã bị bắt
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV05\VIVOSDEV05_055.wav , nhưng mức án tử hình đối với các bị cáo là tương xứng                   , nhưng mức án tử hình đối với các bị cáo là tương xứng
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV05\VIVOSDEV05_065.wav , những người sống thì tha thẩn trong nhà ngoài ngõ                       , những người sống thì tha thẩn trong nhà ngoài ngỏ
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV05\VIVOSDEV05_087.wav , cả không gian nhuốm màu tro bếp                                         , cả không gian nhuốn màu tro bép
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV05\VIVOSDEV05_091.wav , trán giô                                                                , trán dô
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV05\VIVOSDEV05_097.wav , thu chạm ngõ rất hiền                                                   , thu chàm ngỏ rất hiền
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV05\VIVOSDEV05_107.wav , trông một cô nàng đổ người lên lưng anh người yêu gầy còm               , trong một cô nàng đỗ người lên lưng anh người yêu gầy cờm
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV05\VIVOSDEV05_109.wav , doanh nghiệp tuyển dụng lao động nước ngoài                             , doanh nghiệp tuyển dụng lao động nước ngoài
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV05\VIVOSDEV05_115.wav , thời hạn sử dụng và loại sản phẩm bột                                   , thời hạn sử dụng và loại sản phẩm bột
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV05\VIVOSDEV05_119.wav , mà còn bị những bộ mặt lạnh te kia hoạnh họe                            , mà còn bị những bồ mặt lạnh te kia hoạnh hoọe
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV05\VIVOSDEV05_120.wav , nhưng mùi hôi vẫn xộc vào tận óc                                        , nhưng mùi hôi vẫn sọc vào tận óc
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV05\VIVOSDEV05_125.wav , đang làm việc không ngừng nghỉ                                          , đang làm việc không ngừng nghỉ
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV05\VIVOSDEV05_129.wav , thu hút rất là nhiều loài chim                                          , thu hút rất là nhiều loài chim
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV05\VIVOSDEV05_135.wav , khi cô thể hiện không mấy thành công ở lễ khai mạc                      , khi cô thể hiện không mấy thành công ở lễ khai mạc
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV05\VIVOSDEV05_136.wav , ra hiệu cho tôi im lặng                                                 , ra hiều cho tôi im lặng
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV05\VIVOSDEV05_143.wav , nhỏ đưa tay ra cào hết bùn khô trên cổ tớ                               , nhỏ đưa tay ra cào hết bùng khô trên cổ tớ
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV05\VIVOSDEV05_150.wav , ngồi chồm chồm cách chỉ mấy mét                                         , ngồi trồm trồm cách chỉ mấy mét
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV05\VIVOSDEV05_155.wav , nửa vòng trái đất hơn bảy năm                                           , nửa vòng trái đất hơn bảy năm
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV05\VIVOSDEV05_170.wav , chậm nắm bắt xu hướng phát triển công nghệ mới                          , chậm nắm bắc xu hướng phát triển công nghệ mới
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV05\VIVOSDEV05_185.wav , mà mường tượng ra hình bóng mẹ                                          , mà mường tượng ra hình bóng mẹ
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV05\VIVOSDEV05_189.wav , mỗi người một số phận em à                                              , mỗi người một số phận em à
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV05\VIVOSDEV05_199.wav , lần lữa mãi mới gặp được tuyên                                          , lần nữa mãi mới gặp được tuyên
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV05\VIVOSDEV05_200.wav , làm đường dây để nối các mảnh đời                                       , làm đường dây để nói các mảnh đời
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV05\VIVOSDEV05_202.wav , chị hai chủ quán nghe bàn tán rôm rả cũng ra góp chuyện                 , chị hai chủ quán ngay bàn tán rôm rã cũng ra góp chuyện
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV05\VIVOSDEV05_206.wav , tức khắc ập về kéo mọi người thứ trở lại thời hoang sơ                  , tức khắc ập về kéo mọi người thứ trở lại thời hoang sơn
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV05\VIVOSDEV05_209.wav , tên gọi tại địa phương là trắc thối                                     , tên gọi tại địa phương là trắt thối
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV05\VIVOSDEV05_212.wav , bốn chiếc trống đại phèng la                                            , bốn chiếc trống đại phèn la
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV05\VIVOSDEV05_226.wav , một cú ngoặt không chính xác                                            , một cốn ngoặc không chính xác
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV05\VIVOSDEV05_231.wav , mới đây nhất là các tiểu vương quốc ả rập thống nhất                    , mới đân nhất là các tiểu vương quấc ả rập thống nhất
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV05\VIVOSDEV05_238.wav , cộng đồng người mê toán học trên toàn thế giới                          , cộng đồng người mê toán học trên toàn thế giới
